lineID	SPEAKER	ENGLISH	
			
6229	objAngel	{angel}我的||天哪...	
7534	objMask	我想教你一些动作。
7535	objMask	等一下，|不...
7536	objMask	我想解锁已经||在你心中等待的动作...
7537	objMask	因为你拥有着舞蹈精神，|流浪者。
7538	objMask	我只是帮你找到它。
7539	objMask	我一直在等你...
7540	objMask	引领你...||进入舞蹈的下一个|境界。
7541	objMask	没错...
7542	objMask	是时候|发现新的动作了。
7543	objMask	你已经知道这个了，|流浪者。
7544	objMask	我只是想帮你找到它。
7545	objMask	我感觉到有东西...
7546	objMask	潜伏在你心中...||那表面之下。
7547	objMask	这是另一个|舞蹈|，流浪者。
7548	objMask	我想是时候唤醒它了。
7549	objMask	你感受到了吗？
7550	objMask	这个地方...||有这样一种氛围。
7551	objMask	它试图告诉我们一些事情...
7552	objMask	它告诉我们...||是时候|跳舞了。
7553	objMask	放松，|流浪者。|让舞蹈进来吧。
7554	objMask	我们现在一起深入研究了舞蹈。
7555	objMask	随着每一层的深入，我们都会...
7556	objMask	更加|了解自己。
7557	objMask	因为|舞蹈|源自我们的内心深处...
7558	objMask	当我们释放它时，|我们也释放了内心深处的自我。
7559	objMask	所以你怎么看，|流浪者？
7560	objMask	让我们释放一个全新的舞蹈吧。
7561	objMask	我就在这...
7562	objMask	感受我周围所有的舞蹈...
7563	objMask	引导它...
7564	objMask	并让它唤醒我内心的舞蹈。
7565	objMask	我知道你也同样感受到了，|流浪者。
7566	objMask	舞蹈的|力量。
7567	objMask	让我们深入自己的内心，
7568	objMask	看看我们能找到上天赐予的什么礼物...
7569	objMask	我能感觉到。
7570	objMask	你的灵魂...
7571	objMask	你的|舞蹈|之力...
7572	objMask	它一直在成长，|流浪者。
7573	objMask	你已经深入内心|并发现了沉眠其中的舞蹈。
7574	objMask	我很荣幸能引导你踏上这段旅程。
7575	objMask	现在，|最后一次。
7576	objMask	让我们深入内心。
7577	objMask	一直到最深处。
7578	objMask	为了这
7579	objMask	{shake}最终的{/shake}
7580	objMask	舞蹈
7581	objMask	美丽的舞蹈，|流浪者。
7582	objMask	...
7583	objMask	你已经走了这么远了...
7584	objMask	在这次|舞蹈之旅中。
7585	objMask	我没有更多可以教你的了。
7586	objMask	从现在开始，|你必须靠自己继续深入。
7587	objMask	但是，不要停止深入内心，|流浪者。
7588	objMask	不要忘记||舞蹈。
7589	objMask	当你足够深入时...
7590	objMask	你得到的礼物也会十分特别。
7591	objMask	但这仅仅是个开始...
7592	objMask	你深入舞蹈的|旅程还有很远。
7593	objMask	希望我们还能再次见面，
7594	objMask	在舞蹈呼唤我们的地方。
7595	objMask_meet	你想让我解释一下怎么跳舞吗？
7596	objBard	不|了|谢|谢。
7597	objBard	是|的！
7598	objMask	旅途中与它携手同行吧。
7599	objMask	向世界展示|你内心的舞蹈...
7600	objMask_meet	如果你愿意的话，|我可以解释如何跳舞。
7601	objBard	不|麻|烦|了。
7602	objBard	请|告|诉|我！
7603	objMask	嗯...
7604	objMask	我不知道该怎么说...
7605	objMask	但|看起来...
7606	objMask	你已经||关上了通往|舞蹈的大门。
7607	objMask	在你的心中，|有一个特别的地方...
7608	objMask	称为“控制菜单”。
7609	objMask	我想你一定得去那个地方参观一下。
7610	objMask	好吧。
7611	objMask	我要你闭上眼睛，
7612	objMask	想象一下这个叫做...
7613	objMask	DUALSHOCK^4无线控制器的东西
7614	objMask	想象一下这个叫做||“控制器”的东西
7615	objMask	{/font}...你看到了吗？
7616	objMask	使用那个东西，
7617	objMask	{/font}你得长按名叫“{data_dancebutton}”的东西来|跳舞。
7618	objMask	在那个“控制器”上...
7619	objMask	你得长按名叫“{data_dancebutton}键”的东西来|跳舞。
7620	objMask	然后，|当你跳舞的时候，
7621	objMask	按“{data_triggerbuttons}”来更换你的舞蹈。
7622	objMask	我要你闭上眼睛，
7623	objMask	想象一下这个叫做||“键盘”的东西
7624	objMask	...你看到了吗？
7625	objMask	在那个“键盘”上...
7626	objMask	你得长按名叫“{data_dancebutton}键”的东西来|跳舞。
7627	objMask	然后，|当你跳舞的时候，
7628	objMask	按E、|R、|X|或C||更换你的舞蹈。
7629	objMask	与此同时你也可以唱歌。
7630	objMask	有些舞蹈即使在移动时也可以跳。
7631	objMask	不要害怕表达自己，|流浪者。
7632	objMask	好吧。
7633	objMask	这些知识早已经存在于|你的内心之中。
7886	objMask	嘿，|流浪者
7887	objMask	在这里见到你真好
7888	objBard	哦！...||嘿！
7889	objMask	准备好在镇子里演唱一场了吗？
7890	objBard	我，||呃，|||大概吧？
7891	objMask	那很酷。
7892	objMask	期待亲眼目睹。
7893	objMask	嗯...
7894	objMask	我渴望吃糖果，|流浪者。
7895	objMask	有时，|为自己做一件好事...
7896	objMask	就是你能做的最有力的事情。
7897	objMask	不知道这个镇上有没有糖果。
7898	objMask	我会继续随风前行...
7899	objMask	自由自在地飞翔，|感觉很好。
7900	objMask	我不知道我接下来会去哪里。
7808	objMask	嘿嘿嘿，|流浪者。
7809	objMask	动作不错。
7810	objMask_meet	你想回上面去吗？
7811	objBard	不。
7812	objBard	好|啊！
7813	objMask	酷。
7814	objMask	我一直在这片海洋里流浪。
7815	objMask	迷路的感觉很美好...
7816	objMask	我喜欢不知道自己在哪里。
7817	objMask	但有一个很特别的岛屿...
7818	objMask	嗯...|也许我不会对此说太多。
7819	objMask	有些事情最好还是自己去发现吧。
7820	objMask	酷。
7798	objMask	我一直在这片海洋里流浪。
7799	objMask	在这里我发现了一座岛屿...
7800	objMask	迷路的感觉很美好...
7801	objMask	我喜欢不知道自己在哪里。
7804	objMask	但有一个很特别的岛屿...
7805	objMask	嗯...|也许我不会对此说太多。
7806	objMask	有些事情最好还是自己去发现吧。
7807	objMask	总之...
7763	objMask	好了，流浪者
7764	objMask	有段时间没见了...
7765	objBard	你在这里干什么？
7766	objMask	...|||唔...
7767	objMask	|我不知道...
7770	objMask	现在的情况很艰难...
7771	objMask	你能感受到空气中弥漫的悲伤。
7772	objMask	但我...|我只是来冷静一下。
7773	objMask	|||嘿...|||#你明白了吗？
7774	objMask	冷静一下？
7775	objMask	...|因为天很冷。
7776	objMask	你一定很失落，|流浪者
7777	objBard	是啊，|太有趣了。
7778	objMask	时间真是不可思议，不是吗？
7779	objMask	有时它会匆匆流逝...
7780	objMask	有时却又显得无尽漫长。
7781	objMask	他们说时间甚至并不真实存在，|你知道吗？
7782	objMask	但是当你听到时钟滴答作响时，很难不感到焦虑。
7783	objMask	感觉我们的命运注定会交错...
7784	objMask	希望你能找到一些内心的平静，#|无论我们下次见面是在何时。
7785	objMask	也许我会在路上再遇见你。
7786	objMask	我觉得早晨活动一下非常提神。
7787	objMask	你觉得呢，|流浪者？
7788	objMask	我知道一个特别的地方，|在望远镜后面的森林里...
7789	objMask	如果你在早上7点太阳升起时到达那里...
7790	objMask	嗯...||也许我不该直接说出来。
7791	objMask	你应该自己去发现它。
7792	objBard	嘿...
7793	objBard	{wiggle}你{/wiggle}|没有工作...
7794	objBard	你想帮忙推翻工厂吗？
7795	objMask	不
7796	objMask	那不是我的节奏
7797	objMask	但感谢你想着我，|呵呵...
7739	objMask	嘿，|流浪者。
7740	objBard	又是你！
7741	objBard	你在这里干什么？
7742	objMask	我？||我正在晒太阳...
7743	objMask	晒太阳对你有好处，|流浪者。
7744	objMask	真暖和啊...
7745	objMask	感觉|不错，|你知道吗？
7746	objMask	像我们这样的太阳有一百万亿亿个。
7747	objMask	但我们的太阳对我们来说是特别的，|因为它给予了我们生命。
7748	objMask	而且它每天都会给予更多。
7749	objMask	不断地给予、给予、给予...
7750	objMask	我们很幸运拥有它。
7751	objMask	我们人类不像太阳。
7752	objMask	有时我们给予，|有时我们也必须|索取。
7755	objMask	当我们感到迷茫或|悲伤时...
7756	objMask	我认为太阳的存在是为了提醒我们，一切还没那么糟。
7757	objMask	它始终在那里，|提醒我们。
7758	objMask	即使在它被乌云遮蔽时。
7759	objMask	我找到了一个晒太阳的好地方...
7760	objMask	沙漠中的一个高处，|离这里很远...
7761	objMask	如果你发现了...||嗯，|我最好还是不说了。
7762	objMask	它在等你去发现。
7712	objMask	哇哦...||嘿，|流浪者。
7713	objMask	没想到会在这里遇见你。
7714	objBard	呃...
7715	objMask	确实没有一个能像莫哈布米那样的地方，|不是么？
7716	objMask	它充满了秘密...
7717	objMask	我认为那很重要，|流浪者。
7718	objMask	世界需要神秘。
7719	objBard	你是怎么||来到这里的？？
7720	objMask	真正的真相是...
7721	objMask	我们永远无法知道真正的真相。
7722	objMask	有些问题实在是太大了。
7723	objMask	有时，问题比答案更重要。
7724	objMask	你说呢？
7725	objMask	一个真正的谜团可以提醒我们这一点。
7726	objMask	哪怕是很无趣的一个谜团。
7727	objMask	不要寻求答案，|流浪者。
7728	objMask	答案毫无价值。
7729	objMask	答案随时都会发生变化。
7730	objMask	今天正确的事情明天可能就不再正确了。
7731	objMask	而有时候，
7732	objMask	你的感受比你所知道的更重要。
7733	objMask	你得去追寻...|问题。
7734	objMask	莫哈布米有很多很酷的角落。
7735	objMask	甚至有些地图上没有标出来。
7736	objMask	我发现了一个特别的小角落...
7737	objMask	如果你找到了它...||好吧，|我就不说出来了。
7738	objMask	有些事情最好还是自己去发现吧。
7666	objMask	嘿，|流浪者。
7667	objMask	你要爬这座山吗？
7668	objMask	我喜欢与这些僧人一起放松...
7669	objMask	但是...||我可能也会尝试|爬山。
7670	objMask	也许我会在山顶见到你。
7671	objMask	看来最近情况变得越来越糟了。
7672	objMask	你害怕世界末日吗？
7673	objBard	|||是啊...
7674	objMask	说实话，|我也是...
7675	objMask	很难不感到害怕。
7676	objMask	特别是对于那些你无法控制的事情。
7677	objMask	嗯...||如果你无法控制它...
7678	objMask	那就没有害怕的必要了，|不是吗？
7679	objMask	但可怕的地方在于，
7680	objMask	如果你能够控制它，|但实际上却没有，该怎么办？
7681	objMask	我真的认为我们心有灵犀，|流浪者。
7682	objMask	无论我走到哪里，|你也都会在。
7683	objMask	这是有意义的。
7684	objMask	你有没有注意到，有时候，
7685	objMask	一个想法会在同一时间出现在很多人的脑海中吗？
7687	objMask	当有人分享他们的想法时，你是否有过这样的感觉？
7688	objMask	就像，|“哦，|我刚才也在想这个！”
7689	objMask	就像这样，|流浪者。
7690	objMask	我们都被看得见和看不见的线联系在一起。
7691	objMask	我认为全世界都在共同思考，
7692	objMask	即使我们并不知道。
7693	objMask	我不相信巧合。
7698	objMask	宇宙中所有伟大的事物...
7699	objMask	它们只是由一些小东西组合而成的。
7700	objMask	而这些小东西是由更小的东西构成的。
7701	objMask	想要了解一切是不可能的...
7702	objMask	但要了解一些大的事情，
7703	objMask	你必须了解它是由哪些微小的东西构成的。
7704	objMask	疯狂的是...
7705	objMask	整个宇宙就是一整个庞大的事物。
7706	objMask	它是由所有的小东西共同构成的。
7707	objMask	这就是为什么...
7708	objMask	即使是|最微小的事物，
7710	objMask	比如当你对某人说“我爱你”时的感觉，
7711	objMask	可以让你知晓关于整个宇宙的大事。
7634	objMask	嘿，|流浪者...
7635	objMask	在这里见到你，我并不感到惊讶。
7636	objMask	如今我们已经一起走遍了世界各地。
7637	objMask	这对我来说是一次巨大的冒险。
7638	objMask	我想你肯定也这么认为。
7639	objMask	但总有一天冒险会结束，|不是么...
7640	objMask	总有一天，|一切都会结束。
7641	objMask	我很高兴能分享我们之间的联系，|流浪者。
7642	objMask	我们只是短暂地相遇，
7643	objMask	在各种地方...
7644	objMask	但我认为它产生了影响。
7645	objMask	这很神奇，|不是吗？
7646	objMask	即使是我们所做的微小的事情，
7647	objMask	它们都可以激起涟漪...
7648	objMask	能改变我们周围的所有人...
7649	objMask	然后改变他们周围的所有人，
7650	objMask	以及改变整个世界。
7651	objMask	我们只需要把我们的涟漪做好就可以了。
7652	objMask	整个世界也会变得更加美好。
7653	objMask	当我踏上旅程时，
7654	objMask	我以为没有什么是真正重要的。
7655	objMask	然后，|我开始思考，
7656	objMask	也许||一切都是重要的。
7657	objMask	现在，|我真的无法决定是哪一个。
7661	objMask	但我知道其中之一就是。
7662	objMask	而且它们几乎是同一件事...
7663	objMask	但事实上并非如此。
7664	objMask	我猜，如何弄清楚这一点...
7665	objMask	才是最大的问题。
9432	objMiriam	{shake}唉。{/shake}
9433	objMiriam	{wiggle}你{/wiggle}|是这里人吗？
9434	objBard	是啊！
9435	objMiriam	{wiggle}那你{/wiggle}|知道统领之歌吗？
9436	objBard	什么？
9437	objMiriam	{shake}真没用{/shake}
9438	objMiriam	我向艾娅发誓，|这整个镇子...
9439	objMiriam	一群幽灵和每个人都{shake}没用{/shake}！！！
9440	objMiriam	我没时间和你说话了。||世界末日要来了！！！
9441	objBard	！
9442	objBard	听起来|很熟悉...
9443	objBard	世界真的要末日了吗？？
9445	objMiriam	呃
9446	objMiriam	对的？
9447	objMiriam	但你不用担心
9448	objMiriam	我正在解决
9449	objMiriam	或者说我会解决的...
9450	objMiriam	{shake .5}如果有人可以告诉我|{shake 1}那|该|死|的||{shake .5}统领之歌！！！
9451	objBard	什么是统领之歌？？
9452	objMiriam	我没时间和你说这个
9453	objMiriam	不
9454	objMiriam	让我一个人静一静
9468	objMiriam	{shake}{speed 1.5}不要再唱了！
9469	objMiriam	{shake}{speed 1.5}我说真的！！！||停下！！
9470	objMiriam	{shake}{speed 1.5}...
9471	objMiriam	{shake}{speed 1.5}...
9472	objMiriam	{shake.6}{wiggle}{speed 1.5}呃呃呃呃呃
9473	objMiriam	{shake}{speed 1.5}好了！！！||我知道了！！！
2	objAct4bench	我可以在这里消磨一些时间...
3	objBard	或者算了。
4	objBard	2个小时
5	objBard	4个小时
6	objBard	6个小时
7	objBard	8个小时
8	objBard	10个小时
9	objBard	12个小时
10	objBard	14个小时
25	objAngel	{angel}嘿，小诗
26	objAngel	{angel}我可以这样叫你吗？
27	objAngel	小诗？
28	objAngel	你还在生气啊
29	objBard	{}你骗了我
33	objBard	{}你说我可以拯救世界
34	objBard	{}但你从来都没相信过我
39	objBard	{}而且地球之歌根本就没用
41	objAngel	{angel}其实|它是|能起作用的！
42	objAngel	{angel}只是||从来没发生过而已
43	objAngel	学习它不光是到处收集东西而已
44	objAngel	还需要|精神上的方面
45	objAngel	要让整个世界都和谐相处
46	objAngel	这才是最难的
47	objAngel	其实还挺心酸的
48	objAngel	看着人们试图拯救世界最后都以失败告终
49	objAngel	这种画面我已经看过|太|多次了
50	objBard	{}你为什么要关心这些？
51	objAngel	{angel}因为我很喜欢你
53	objAngel	就算我之前认为你做不到
54	objAngel	可你证明了我是错的
55	objAngel	你很特别，|小诗
56	objAngel	我以后不会再怀疑你了！
59	objAngel	{angel}{shake .5}即使{/shake}|奥黛丽才是英雄...
61	objBard	{}{size .7}我觉得我再也不想见到她了
63	objAngel	{angel}是啊，她有时候是挺凶的
64	objAngel	但她|其实是|很酷的哦！
65	objAngel	如果你们俩能多一起相处的话...
66	objAngel	你绝对会喜欢上她的
68	objAngel	{angel}相信我啦
69	objAngel	好啦|我现在要回去找她了
70	objAngel	为什么你不先从床上下来呢？
72	objAngel	不要|放弃哦，|小诗
73	objAngel	0
11	objMiles	早上好！
12	objMiles	你今天过得怎么样，|朋友？
13	objBard	...
14	objMiles	哈哈！
15	objMiles	啊，|我很高兴你问这个问题！
16	objMiles	我是快乐孩子，|最新的玩具风潮！
17	objMiles	来自男爵先生的最新和最伟大的作品...
18	objMiles	生产自微笑的工厂，|快乐工厂！
19	objMiles	拥有一个快乐孩子，#|你就可以拥有一个|||像我这样的朋友！
20	objMiles	在你知道快乐孩子之前，|你根本不了解快乐！
21	objMiles	今天就购买{shake .5}|你的|{/shake}快乐，|在参与活动的商店里！
22	objBard	...
23	objMiles	哈哈！
24	objMiles	祝你度过快乐的一天，|朋友！
258	objQueen	{whisper}{size 1.1}我不敢相信你真的来到了这里...
259	objQueen	即使是在这种危机时刻...
260	objQueen	你对战争的热情就这么深吗？
261	objKing	{/whisper}哦，|{wiggle}饶了{/wiggle}我吧。
262	objKing	你也来了。
263	objKing	别装得好像你比我们强一样。
264	objQueen	{whisper}{size 1.2}我们以为你们会有更多人来...
265	objKing	{/whisper}我们已经忙得不可开交了。
266	objKing	巨型怪物爆发了。
267	objKing	也许你注意到了。
268	objQueen	{whisper}这也是我们的负担...
273	objQueen	{whisper}我无法理解你的阴险手段...
274	objQueen	在这样的灾难中袭击我们...
275	objQueen	野蛮人...
276	objKing	{}不，||我们来是因为我们知道|{wiggle}你们{/wiggle}|会来。
277	objKing	我们现在遇到了很大的麻烦。
278	objKing	我们最不需要的是...
279	objKing	一群|{wiggle}疯狂的巫师{/wiggle}|也来攻击我们！
280	objBard	{shake}等等！！！
281	objBard	别吵了！！！
282	objBard	{/shake}发生了什么事？？？
283	objVivian	{shake}老大！！！	(SECRET) SKIP BRANCH--it's possible to skip meeting these characters, so the rest of this conversation doesn't go the same. Jumps instead to line 310 below.
284	objSandra	{}你从哪儿冒出来的？？？
285	objSandra	你不应该在这里的...
287	objKing	嘿...
288	objKing	你不是那个农民吗...
289	objKing	我关进监狱的那个？？
290	objBard	{shake .5}嗯！...{/shake}
291	objQueen	{whisper}你认识这个小混混？
292	objQueen	他们和我的女儿合谋对付我...
293	objQueen	我那个死在|{shake}{quake}你的{/shake}|王国的女儿...
294	objKing	{}我们与这件事情|{shake .5}无关{/shake}|！
295	objKing	但你却用那些谎言让英雄与我们为敌...
296	objKing	让我们独自面对这些怪物！
297	objQueen	{whisper}你怎么敢跟我提起|{shake .5}谎言...{/shake}！
298	objQueen	你们这些人太爱你们肮脏的动物了...
299	objQueen	也许你们|活该|与怪物一起生活！
300	objKing	{}所以|{quake}{shake .5}确实{/shake}|是你放它们来对付我们的！
305	objQueen	{whisper}你|{shake}怎么{/shake}|敢！
307	objQueen	只有像你们这样的恶棍#才会想到做这种事...
308	objKing	{}你觉得|{shake .5}我们{/shake}|是恶棍吗？
309	objKing	女士，||你最好照照镜子...
310	objQueen	{whisper}这里没有你说话的份，|混混！
311	objKing	滚出去！
312	objBard	呃！...
313	objMiriam	{shake}{name}！！！
314	objMiriam	到这儿来...
110	objBard	{size 2.25}由|西|至|东
111	objBard	众|声|雷|动
112	objBard	汇|做|滚|滚|洪|流
113	objBard	奔|腾|游
114	objBard	身|处|苦|痛
115	objBard	心|火|燃|长|空
116	objBard	迫|切|期|望|着
117	objBard	战|火|停|息
118	objBard	如|若|我|们|齐|声|共|鸣
119	objBard	唯|一|选|择|分|明...
120	objBard	而|非|此|景
121	objBard	我|们|无|法|置|身|事|外
122	objBard	战|火|蔓|延|之|时...
123	objBard	众|生|皆|伤
124	objBard	各|怀|惊|慌...
125	objBard	虽|非|同|乡
126	objBard	但|昼|夜|苦|痛|之|长
127	objBard	不|值|为|其|唱
128	objBard	天|下|为|公
129	objBard	同|怀|着|心|愿
130	objBard	愿|得|和|平
131	objBard	共|谱|和|声
74	objKing	嗯。
75	objQueen	{whisper}你...
81	objQueen	你||用我们两个王国...
82	objQueen	所有人的声音说话...
83	objQueen	那怎么可能...？
84	objKing	{}更|{shake}重要的是{/shake}
85	objKing	{}你真的{shake}认为{/shake}
86	objKing	唱一些俗气的歌...
87	objKing	{size 1}告诉我们战争毫无意义
88	objKing	用|{wiggle}人民的声音{/wiggle}
89	objKing	{size .7}（或者什么的...）
90	objKing	{size .6}能改变||{shake}任何事吗？！{/shake}
91	objKing	因为{shake}让我告诉你...{/shake}
92	objKing	{size 1}是有点用吧。
93	objKing	我是说，|我知道战争在伤害我们...
94	objKing	但我没意识到有多严重。
95	objKing	我以为从长远来看对大家都有好处。
96	objKing	但是，|我想，||在他们心里...
97	objKing	没人真的想要它。
98	objQueen	{whisper}听到他们的声音让我感动...
99	objQueen	{whisper}我们辜负了需要我们的人。
100	objQueen	特别是在这个危机时刻...
101	objQueen	我们不能再维持这场冲突...
102	objQueen	一定有||其他方式解决我们的分歧...
105	objBard	是的！！！！
106	objBard	{shake}是|是|是|的||！！！！！{/shake}
107	objBard	等等，米莉安在哪？
108	objBard	米莉安...？
109	objMiriam	{/shake}{size .9}我在这儿！！！{/size}
132	objBard	{}{size .9}{shake}米莉安！！！{/shake}
133	objBard	你能走路了！！！
134	objMiriam	勉强吧...
135	objMiriam	我只是...||一瘸一拐地走过来了...
136	objMiriam	我以为我能再次上路了...
137	objMiriam	但是...||我不行。
138	objMiriam	听着，|{name}。
139	objMiriam	和那些蠢货说话没意义。
140	objMiriam	他们永远不会看到自己造成的伤害。
141	objMiriam	他们永远不会承认自己错了...
142	objMiriam	这不是我们的问题，|好吗？
143	objMiriam	||我有件事要告诉你。
144	objMiriam	听着，|{name}。
145	objMiriam	我||不认为...
146	objMiriam	我能和你一起走下去了。
147	objBard	啥？
148	objMiriam	我现在没法载你飞。
149	objMiriam	我不知道你注意到没有，|但是...
150	objMiriam	情况变得...||越来越糟糕了。
151	objBard	糟？
152	objMiriam	灵界刚刚崩塌了。
153	objMiriam	怪物到处蔓延...
154	objMiriam	这里...||{shake .5}很危险！{/shake}
155	objMiriam	下一个交汇点会是最难的。
156	objMiriam	我|觉得我做不到。
157	objMiriam	而且||我担心我的奶奶...
158	objMiriam	我需要回家休息。
172	objBard	哦...
173	objBard	{size .9}没关系！！！
174	objBard	我自己来！
187	objMiriam	哦。
188	objMiriam	你不...|难过吗？
189	objBard	嗯...
190	objBard	是啊，|有点吧...
191	objBard	我真希望你能来。
193	objBard	但是你说得对！
194	objBard	你需要休息！
195	objBard	而我需要|继续前行！
196	objBard	因为...
197	objBard	我们必须拯救世界！！！
198	objBard	无论如何！！！
200	objBard	我一定会想你的，|米莉安。
201	objMiriam	{size .8}嗯。
202	objMiriam	我也是。
208	objMiriam	{shake .5}啊啊啊啊啊！{/shake}
209	objMiriam	我觉得|自己好没用...
210	objMiriam	我一路走到这里，
211	objMiriam	最后|我却没能做到。
212	objMiriam	那个蠢英雄...
213	objMiriam	可能是对的。
214	objMiriam	我真是个失败者。
215	objBard	米莉安！！！
216	objBard	|根本不是那么回事。
217	objBard	你比那强太多了！！！
218	objBard	你能做到我做不到的一百万件事。
219	objBard	即使你做不到...
220	objBard	你依然很特别。
221	objMiriam	哎呀。
222	objMiriam	真肉麻。
223	objVivian	嘿！！||你们两个需要帮忙吗？
224	objMiriam	{size .8}不要。
225	objBard	{size .9}{shake}要！！！{/shake}
226	objBard	我们需要飞行！！！
228	objVivian	{size 1}{quake}{shake}当然没问题！！！
229	objVivian	{}无论你想去哪儿，|我们都带你去！
230	objSandra	这是我们最起码能做的！
231	objSandra	我们能载你！
232	objSandra	这个地方很危险！
233	objVivian	我们不能就这样把平民留在这里...
234	objVivian	所以，|只要告诉我们你要去哪！
235	objSandra	哪里都行！
236	objBard	{wiggle}哪里都行|{/wiggle}，嗯？
237	objMiriam	{size .9}...
238	objBard	我会没事的，|米莉安！
239	objMiriam	...
240	objBard	我想是吧。
241	objMiriam	...
242	objMiriam	好吧...
252	objMiriam	祝你的魔法冒险好运。
253	objMiriam	我要回家了。
254	objBard	代我向你奶奶问好！
255	objMiriam	嗯。
256	sandra	准备好就跳上来！！！
321	objBard	...哦。||锁住了！
322	objBard	哈哈！||我猜她忘了给我钥匙！
323	objBard	那我...|回去拿吧...
315	objAct5ghost	{spirit}{color white}{wiggle}{background black}{speed .5}吟游者...
316	objAct5ghost	你的声音...
317	objAct5ghost	你能|借给我吗？
318	objAct5ghost	把这个
319	objAct5ghost	交给鲁勒的|国王...
320	objAct5ghost	结束这场战争...
324	objMiriam	嘿！！！
325	objMiriam	别往那边去！
326	objMiriam	那边是回鲁勒的路，||我们是逃犯，|记得吗？
327	objMiriam	钱德什在另一边...
328	objMiriam	嘿！！！
329	objMiriam	别把我们带到错误的王国了。
330	objMiriam	鲁勒在另一边...
331	objAlice	嘿！！||你应该去疯狂渡鸦！
332	objAlice	那可是德尔菲|{wiggle}最酷的{/wiggle}|闲逛地点！！
